"","UserId","0h-2h","2h-4h","4h-6h","6h-8h","8h-10h","10h-12h","12h-14h","14h-16h","16h-18h","18h-20h","20h-22h","22h-0h"
"42","AASINvIxNoA=",6.11353711790393,0,8.29694323144105,3.49344978165939,23.1441048034934,20.5240174672489,6.11353711790393,11.353711790393,13.1004366812227,0,7.86026200873362,0
"43","FTCSnykKfmE=",0,0,0,0,92.3076923076923,0,0,7.69230769230769,0,0,0,0
"44","AASBXfIxNoA=",0,0,0,0,0,52.7131782945736,18.6046511627907,0,28.6821705426357,0,0,0
"45","AASWX/IxNoA=",0,0,0,0,11.1111111111111,17.1717171717172,43.4343434343434,20.2020202020202,8.08080808080808,0,0,0
"46","AARlLfIxNoA=",0,0,0,0,0,28.2485875706215,20.9039548022599,15.2542372881356,24.2937853107345,2.82485875706215,8.47457627118644,0
"47","AASMmCp1M4A=",0,0,0,23.0769230769231,18.6813186813187,15.9340659340659,0,4.3956043956044,37.9120879120879,0,0,0
"48","AAQ3LfIxNoA=",0,0,2.69299820466786,29.802513464991,21.7235188509874,3.77019748653501,12.3877917414722,4.66786355475763,19.2100538599641,5.74506283662478,0,0
"49","AAS7XPIxNoA=",0,0,0,23.5880398671096,7.30897009966777,41.8604651162791,2.6578073089701,12.2923588039867,12.2923588039867,0,0,0
"50","AATlUPIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"51","AARaLvIxNoA=",0,0,0,5.52486187845304,17.1270718232044,9.94475138121547,0,22.0994475138122,45.3038674033149,0,0,0
"52","AAT1WvIxNoA=",0,0,0,0,0,0,0,57.1428571428571,42.8571428571429,0,0,0
"53","AAQCRfIxNoA=",0,0,0,0,0,0,100,0,0,0,0,0
"54","AAQAJMIAIAE=",100,0,0,0,0,0,0,0,0,0,0,0
"55","AAQqFeAANAE=",100,0,0,0,0,0,0,0,0,0,0,0
"56","lyR6He3C/GE=",0,0,0,0,0,0,8.87096774193548,13.9784946236559,73.9247311827957,0,3.2258064516129,0
"57","AASxVfIxNoA=",0,0,0,0,0,50.9259259259259,33.3333333333333,15.7407407407407,0,0,0,0
"58","AAT6IvIxNoA=",0,0,0,48.6301369863014,26.2557077625571,9.81735159817352,0,0,15.296803652968,0,0,0
"59","/9vCh5QAt2E=",0,0,0,0,10.0391134289439,9.77835723598436,10.8213820078227,52.4119947848761,16.9491525423729,0,0,0
"60","U/35SZzxQ2E=",0,0,0,14.8514851485149,27.7227722772277,0,15.8415841584158,41.5841584158416,0,0,0,0
"61","AAS9dvIxNoA=",0,0,0,0,25,33.3333333333333,41.6666666666667,0,0,0,0,0
"62","AAQMT/IxNoE=",0,0,0,30.1255230125523,33.0543933054393,0,0,31.7991631799163,5.02092050209205,0,0,0
"63","tbp3M6jg7WE=",0,0,0,2.12201591511936,18.5676392572944,14.8541114058355,15.9151193633952,38.1962864721485,10.3448275862069,0,0,0
"64","/TkrQNP9sGE=",0,0,0,5.4590570719603,34.2431761786601,0,7.94044665012407,3.97022332506203,32.5062034739454,5.70719602977668,10.1736972704715,0
